TotalDrinkUnitSales;TotalDrinkSales;TotalFoodSales;TotalFoodUnitSales;TotalNonConUnitSales;TotalNonConSales;customer_id;marital_status;yearly_income;gender;total_children;num_children_at_home;education;member_card;occupation;houseowner;num_cars_owned
15;29;160;72;13;30;1.999;M;$30K - $50K;M;2;2;Partial College;Bronze;Skilled Manual;Y;4
0;0;0;0;0;0;2.000;M;$50K - $70K;M;5;3;High School Degree;Golden;Manual;Y;3
17;42;120;48;26;53;2.001;M;$30K - $50K;F;4;4;High School Degree;Golden;Manual;Y;3
11;21;115;48;16;40;2.002;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;Y;1
7;12;54;25;6;6;2.003;M;$50K - $70K;F;0;0;Bachelors Degree;Bronze;Management;Y;1
0;0;0;0;0;0;2.004;S;$30K - $50K;F;1;0;High School Degree;Bronze;Manual;Y;3
7;15;32;18;9;18;2.005;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;2
3;4;24;9;11;29;2.006;S;$50K - $70K;F;3;0;Bachelors Degree;Silver;Management;Y;2
0;0;0;0;0;0;2.007;M;$10K - $30K;F;2;1;Partial High School;Normal;Skilled Manual;Y;2
0;0;47;27;12;27;2.008;M;$10K - $30K;M;4;4;Partial High School;Normal;Skilled Manual;Y;1
0;0;30;14;6;14;2.009;M;$30K - $50K;M;1;1;High School Degree;Bronze;Skilled Manual;N;3
0;0;6;3;0;0;2.010;S;$110K - $130K;M;3;0;Graduate Degree;Bronze;Professional;N;4
27;51;437;196;38;58;2.011;M;$70K - $90K;M;3;0;Bachelors Degree;Golden;Management;N;2
9;23;99;48;11;39;2.012;M;$110K - $130K;F;2;2;High School Degree;Bronze;Professional;N;4
0;0;13;5;1;3;2.013;M;$70K - $90K;M;3;1;High School Degree;Normal;Professional;Y;3
0;0;0;0;0;0;2.014;S;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Management;N;2
18;44;569;262;67;156;2.015;S;$50K - $70K;F;2;0;Partial High School;Bronze;Manual;N;2
8;19;104;41;28;65;2.016;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;N;1
0;0;0;0;0;0;2.017;S;$30K - $50K;F;1;0;Partial High School;Silver;Skilled Manual;N;1
0;0;0;0;0;0;2.018;M;$150K +;F;3;1;Partial High School;Golden;Management;Y;1
90;200;1.032;483;101;226;2.019;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;N;1
3;4;128;59;14;22;2.020;M;$10K - $30K;F;4;2;Partial High School;Golden;Skilled Manual;N;1
10;16;112;49;8;22;2.021;M;$130K - $150K;M;2;1;Graduate Degree;Bronze;Professional;Y;1
0;0;39;17;10;19;2.022;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;N;3
36;72;624;305;78;174;2.023;M;$30K - $50K;F;1;0;High School Degree;Normal;Manual;Y;3
12;28;117;46;18;42;2.024;M;$30K - $50K;F;2;0;Partial College;Bronze;Clerical;Y;2
4;11;9;6;2;6;2.025;M;$10K - $30K;F;4;1;Partial High School;Bronze;Manual;N;2
0;0;0;0;0;0;2.026;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;N;3
0;0;0;0;0;0;2.027;M;$50K - $70K;M;3;1;Partial High School;Golden;Skilled Manual;N;2
0;0;0;0;0;0;2.028;M;$70K - $90K;M;2;1;Bachelors Degree;Silver;Professional;Y;2
7;14;86;40;2;2;2.029;M;$50K - $70K;M;1;1;Bachelors Degree;Bronze;Professional;Y;3
5;14;25;12;3;10;2.030;S;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;Y;2
9;18;88;39;15;37;2.031;M;$30K - $50K;F;2;2;Partial College;Bronze;Manual;Y;3
10;18;286;140;37;83;2.032;M;$10K - $30K;F;3;3;Partial High School;Normal;Skilled Manual;N;1
0;0;9;4;2;2;2.033;S;$30K - $50K;F;0;0;Partial College;Bronze;Management;N;2
6;12;86;33;6;11;2.034;M;$10K - $30K;F;5;4;Partial High School;Normal;Manual;N;1
0;0;162;84;13;29;2.035;M;$50K - $70K;F;5;1;Bachelors Degree;Bronze;Professional;N;3
0;0;0;0;0;0;2.036;M;$30K - $50K;F;3;1;Partial High School;Silver;Manual;N;3
0;0;0;0;0;0;2.037;M;$30K - $50K;M;5;1;Partial College;Bronze;Management;Y;3
0;0;0;0;0;0;2.038;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;N;1
3;12;194;82;16;25;2.039;S;$30K - $50K;F;1;0;High School Degree;Bronze;Manual;N;1
0;0;0;0;0;0;2.040;M;$10K - $30K;M;1;1;Partial High School;Silver;Skilled Manual;Y;0
3;3;2;2;0;0;2.041;S;$30K - $50K;F;1;0;High School Degree;Bronze;Skilled Manual;Y;2
5;5;167;77;22;49;2.042;S;$10K - $30K;M;2;0;Partial High School;Normal;Manual;N;0
8;14;48;24;2;8;2.043;M;$110K - $130K;M;4;4;Partial High School;Silver;Professional;N;3
6;6;70;35;10;18;2.044;S;$50K - $70K;M;1;0;Partial College;Bronze;Clerical;N;2
0;0;0;0;0;0;2.045;S;$10K - $30K;F;0;0;Partial High School;Normal;Manual;Y;0
9;11;27;13;11;16;2.046;S;$30K - $50K;M;5;0;High School Degree;Silver;Manual;Y;1
0;0;123;54;12;30;2.047;M;$90K - $110K;F;3;2;Graduate Degree;Bronze;Professional;Y;2
3;5;21;9;5;17;2.048;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;N;0
7;21;98;47;15;32;2.049;M;$50K - $70K;F;4;1;Bachelors Degree;Bronze;Professional;Y;3
7;15;43;21;9;16;2.050;M;$70K - $90K;F;3;3;Bachelors Degree;Golden;Management;Y;2
0;0;106;47;7;14;2.051;M;$30K - $50K;M;3;2;High School Degree;Bronze;Manual;Y;1
23;38;198;109;33;68;2.052;S;$30K - $50K;F;1;0;High School Degree;Silver;Manual;N;2
5;13;196;86;17;45;2.053;S;$90K - $110K;M;5;0;Graduate Degree;Normal;Professional;Y;4
7;11;174;77;19;30;2.054;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;1
0;0;0;0;0;0;2.055;M;$50K - $70K;M;4;3;High School Degree;Golden;Manual;Y;2
0;0;0;0;0;0;2.056;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;Y;1
4;2;69;32;2;5;2.057;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;N;1
0;0;0;0;0;0;2.058;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;N;1
4;9;280;124;24;64;2.059;M;$10K - $30K;F;1;1;Partial High School;Normal;Skilled Manual;N;0
4;4;29;13;4;7;2.060;S;$30K - $50K;M;1;0;High School Degree;Bronze;Skilled Manual;N;3
3;2;218;92;34;74;2.061;M;$10K - $30K;M;3;3;Partial High School;Normal;Skilled Manual;Y;2
0;0;0;0;0;0;2.062;M;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;1
40;77;640;303;66;124;2.063;M;$10K - $30K;M;2;2;Partial High School;Normal;Manual;N;0
0;0;94;51;6;12;2.064;M;$30K - $50K;F;1;1;High School Degree;Bronze;Skilled Manual;N;2
32;69;364;175;43;102;2.065;M;$130K - $150K;M;2;2;High School Degree;Silver;Management;N;2
7;9;38;25;12;28;2.066;M;$50K - $70K;F;5;5;Bachelors Degree;Golden;Professional;Y;3
7;5;218;105;34;81;2.067;S;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Professional;N;4
3;4;112;53;21;38;2.068;M;$30K - $50K;F;3;3;High School Degree;Silver;Manual;Y;4
0;0;0;0;0;0;2.069;M;$30K - $50K;M;2;1;High School Degree;Bronze;Manual;Y;3
13;20;200;88;38;87;2.070;M;$70K - $90K;F;4;1;Bachelors Degree;Bronze;Professional;Y;3
15;42;142;71;14;34;2.071;S;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;2
0;0;4;3;0;0;2.072;S;$30K - $50K;F;1;0;High School Degree;Bronze;Skilled Manual;N;3
3;8;45;20;4;15;2.073;M;$50K - $70K;F;4;3;Bachelors Degree;Golden;Professional;Y;2
0;0;0;0;0;0;2.074;S;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;N;2
12;24;273;125;28;65;2.075;S;$130K - $150K;F;1;0;Partial College;Bronze;Professional;Y;4
8;16;160;65;11;40;2.076;S;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Professional;N;2
21;44;479;256;61;135;2.077;M;$70K - $90K;M;4;2;Graduate Degree;Bronze;Professional;N;2
8;20;165;83;5;11;2.078;M;$130K - $150K;M;1;1;Bachelors Degree;Bronze;Professional;Y;3
3;6;78;31;2;4;2.079;S;$50K - $70K;F;1;0;Partial High School;Silver;Manual;Y;2
0;0;0;0;0;0;2.080;S;$70K - $90K;M;4;0;Bachelors Degree;Silver;Professional;N;3
5;12;73;31;0;0;2.081;M;$130K - $150K;M;4;0;Graduate Degree;Bronze;Professional;Y;2
8;5;176;86;12;30;2.082;S;$50K - $70K;M;5;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;2.083;M;$30K - $50K;F;1;1;High School Degree;Bronze;Manual;Y;2
14;19;357;169;47;98;2.084;M;$30K - $50K;F;1;0;Partial College;Bronze;Manual;Y;2
0;0;0;0;0;0;2.085;M;$50K - $70K;M;5;5;Bachelors Degree;Silver;Management;Y;4
19;36;461;218;70;158;2.086;M;$10K - $30K;M;1;1;Partial High School;Normal;Skilled Manual;N;1
6;21;50;24;0;0;2.087;S;$10K - $30K;F;4;0;Partial High School;Normal;Skilled Manual;N;2
9;22;132;49;19;37;2.088;M;$90K - $110K;M;0;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;2.089;M;$50K - $70K;F;0;0;Bachelors Degree;Bronze;Management;N;4
4;16;52;30;4;7;2.090;S;$10K - $30K;F;2;0;Partial High School;Normal;Skilled Manual;N;1
0;0;0;0;0;0;2.091;S;$30K - $50K;F;1;0;Partial College;Bronze;Manual;Y;1
0;0;0;0;0;0;2.092;S;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;N;1
7;19;8;6;3;8;2.093;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;N;3
33;63;413;193;24;52;2.094;M;$90K - $110K;F;2;1;Partial High School;Bronze;Management;Y;1
0;0;64;28;0;0;2.095;M;$30K - $50K;M;1;1;High School Degree;Bronze;Manual;N;3
0;0;64;24;18;26;2.096;M;$30K - $50K;F;1;1;High School Degree;Silver;Skilled Manual;Y;1
0;0;0;0;0;0;2.097;M;$110K - $130K;M;5;4;Partial High School;Golden;Professional;Y;3
0;0;0;0;0;0;2.098;M;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;3
47;109;531;266;66;157;2.099;M;$30K - $50K;M;0;0;High School Degree;Bronze;Skilled Manual;Y;1
0;0;4;3;0;0;2.100;M;$30K - $50K;F;4;2;Partial High School;Bronze;Manual;N;2
3;6;0;0;8;17;2.101;S;$30K - $50K;M;0;0;Partial College;Bronze;Professional;N;4
9;10;139;63;25;43;2.102;S;$110K - $130K;M;3;0;Partial College;Normal;Management;Y;2
0;0;0;0;0;0;2.103;M;$50K - $70K;M;5;1;Bachelors Degree;Bronze;Management;N;3
1;1;6;3;5;11;2.104;S;$70K - $90K;F;5;0;Bachelors Degree;Bronze;Professional;Y;3
7;16;113;58;14;36;2.105;S;$70K - $90K;M;5;0;Bachelors Degree;Bronze;Management;N;4
0;0;117;54;17;38;2.106;S;$70K - $90K;M;5;0;High School Degree;Golden;Professional;N;2
12;17;131;55;6;7;2.107;S;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Professional;Y;1
3;4;25;13;2;1;2.108;M;$30K - $50K;F;5;1;Partial High School;Bronze;Skilled Manual;Y;1
0;0;0;0;0;0;2.109;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;N;4
9;23;94;52;10;20;2.110;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;3
6;5;92;46;7;20;2.111;S;$10K - $30K;M;2;0;Partial High School;Normal;Manual;Y;0
10;22;279;122;42;84;2.112;M;$30K - $50K;M;2;2;Partial College;Bronze;Professional;Y;3
2;5;164;77;28;60;2.113;M;$30K - $50K;F;4;3;Partial College;Golden;Skilled Manual;Y;3
8;13;119;51;12;30;2.114;S;$30K - $50K;F;3;0;Partial College;Bronze;Clerical;Y;4
5;11;186;74;24;44;2.115;M;$50K - $70K;M;1;1;Bachelors Degree;Bronze;Professional;N;3
0;0;13;8;2;2;2.116;M;$10K - $30K;F;4;4;Partial High School;Normal;Skilled Manual;Y;2
0;0;0;0;0;0;2.117;M;$30K - $50K;F;4;3;High School Degree;Normal;Manual;Y;3
36;67;728;333;97;202;2.118;S;$10K - $30K;F;4;0;Partial High School;Normal;Skilled Manual;N;0
0;0;6;3;0;0;2.119;M;$10K - $30K;M;3;2;Partial High School;Normal;Skilled Manual;N;0
0;0;26;20;13;31;2.120;M;$90K - $110K;M;3;1;Bachelors Degree;Bronze;Professional;N;1
4;10;150;75;16;37;2.121;S;$10K - $30K;M;1;0;Partial High School;Normal;Skilled Manual;N;1
0;0;0;0;0;0;2.122;M;$10K - $30K;F;5;0;Partial High School;Normal;Skilled Manual;Y;0
8;18;90;41;16;35;2.123;M;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;N;2
0;0;82;38;6;11;2.124;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;Y;4
0;0;0;0;0;0;2.125;S;$150K +;M;4;0;Partial High School;Silver;Professional;Y;4
0;0;31;12;2;5;2.126;M;$30K - $50K;F;3;2;High School Degree;Silver;Skilled Manual;Y;4
8;14;94;42;13;39;2.127;M;$10K - $30K;F;4;4;Partial High School;Normal;Skilled Manual;Y;1
0;0;16;8;0;0;2.128;S;$110K - $130K;M;3;0;High School Degree;Bronze;Professional;N;2
6;19;77;31;17;36;2.129;S;$10K - $30K;F;2;0;High School Degree;Normal;Manual;Y;1
47;103;670;299;51;109;2.130;M;$130K - $150K;M;4;3;Bachelors Degree;Golden;Professional;N;3
0;0;0;0;0;0;2.131;S;$10K - $30K;F;2;0;Bachelors Degree;Normal;Management;N;2
2;6;129;61;17;51;2.132;M;$130K - $150K;M;3;3;Graduate Degree;Golden;Professional;Y;3
0;0;67;33;0;0;2.133;M;$10K - $30K;M;2;0;Partial High School;Silver;Skilled Manual;Y;1
9;8;158;73;15;40;2.134;M;$150K +;F;4;2;Graduate Degree;Golden;Management;Y;1
8;17;40;25;10;21;2.135;M;$110K - $130K;F;3;3;Partial High School;Golden;Management;Y;3
2;2;90;45;3;9;2.136;M;$70K - $90K;F;1;1;High School Degree;Bronze;Professional;Y;3
0;0;6;2;0;0;2.137;S;$30K - $50K;F;2;0;Partial High School;Bronze;Skilled Manual;N;1
0;0;8;3;1;2;2.138;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;2
25;50;316;149;73;139;2.139;M;$10K - $30K;F;4;3;Partial High School;Normal;Skilled Manual;Y;1
0;0;0;0;0;0;2.140;M;$10K - $30K;M;5;2;Partial High School;Normal;Skilled Manual;Y;1
6;5;111;48;14;35;2.141;S;$70K - $90K;M;0;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;18;6;9;18;2.142;S;$130K - $150K;M;2;0;Partial High School;Bronze;Professional;Y;2
24;54;477;221;65;146;2.143;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;N;0
0;0;64;36;7;26;2.144;M;$50K - $70K;M;4;1;Bachelors Degree;Bronze;Management;N;2
0;0;1;1;2;4;2.145;S;$110K - $130K;F;2;0;Graduate Degree;Silver;Professional;N;4
0;0;0;0;0;0;2.146;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;N;2
24;47;158;79;14;32;2.147;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;Y;4
0;0;4;3;2;4;2.148;M;$130K - $150K;M;0;0;Partial High School;Bronze;Management;N;4
0;0;0;0;0;0;2.149;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;Y;1
17;39;84;55;22;40;2.150;S;$30K - $50K;F;4;0;Partial College;Bronze;Clerical;Y;4
2;4;195;85;15;34;2.151;M;$10K - $30K;M;2;1;High School Degree;Normal;Manual;Y;1
8;23;131;56;19;38;2.152;S;$10K - $30K;F;3;0;Partial High School;Normal;Manual;Y;2
0;0;40;17;3;8;2.153;M;$10K - $30K;F;4;4;Partial High School;Normal;Skilled Manual;N;0
6;13;48;21;5;9;2.154;M;$30K - $50K;M;1;1;High School Degree;Bronze;Skilled Manual;Y;3
0;0;156;72;9;14;2.155;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;N;0
8;12;129;68;14;35;2.156;M;$50K - $70K;F;3;1;Partial High School;Bronze;Manual;Y;1
0;0;5;2;0;0;2.157;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;3
8;11;234;107;32;71;2.158;M;$10K - $30K;M;3;3;Partial High School;Normal;Skilled Manual;Y;2
1;2;12;5;2;6;2.159;M;$10K - $30K;F;3;3;Partial High School;Normal;Manual;Y;1
0;0;45;21;10;27;2.160;S;$30K - $50K;F;4;0;High School Degree;Bronze;Manual;N;2
0;0;27;18;0;0;2.161;S;$30K - $50K;F;2;0;Partial College;Bronze;Skilled Manual;Y;1
3;11;9;4;2;7;2.162;M;$30K - $50K;M;0;0;Partial High School;Bronze;Manual;N;2
0;0;36;22;5;15;2.163;S;$150K +;M;1;0;Bachelors Degree;Silver;Professional;Y;3
0;0;38;19;0;0;2.164;S;$30K - $50K;F;5;0;High School Degree;Bronze;Manual;N;3
7;8;38;16;3;2;2.165;M;$30K - $50K;M;1;0;Partial College;Bronze;Skilled Manual;Y;2
6;9;68;30;8;9;2.166;M;$30K - $50K;F;0;0;High School Degree;Bronze;Skilled Manual;Y;4
0;0;0;0;0;0;2.167;S;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Professional;N;2
8;12;158;65;3;10;2.168;M;$110K - $130K;F;3;3;Bachelors Degree;Golden;Professional;Y;3
3;8;169;71;20;44;2.169;M;$130K - $150K;M;3;2;Partial College;Bronze;Professional;Y;3
0;0;0;0;0;0;2.170;M;$50K - $70K;M;2;2;Partial High School;Bronze;Skilled Manual;Y;4
20;47;272;143;37;81;2.171;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;3
3;5;27;14;13;32;2.172;M;$30K - $50K;M;4;4;High School Degree;Normal;Manual;Y;2
2;8;48;23;5;9;2.173;M;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Management;N;4
0;0;85;33;16;52;2.174;S;$30K - $50K;F;1;0;Partial High School;Bronze;Skilled Manual;Y;3
46;76;637;315;89;215;2.175;M;$110K - $130K;F;5;5;High School Degree;Golden;Management;Y;3
23;61;319;155;41;67;2.176;M;$10K - $30K;F;5;2;Partial High School;Silver;Manual;Y;1
0;0;93;48;15;43;2.177;M;$10K - $30K;M;1;1;Partial High School;Normal;Manual;Y;0
11;27;91;47;9;20;2.178;M;$10K - $30K;M;0;0;Partial High School;Normal;Manual;N;1
0;0;0;0;0;0;2.179;M;$90K - $110K;M;4;2;Bachelors Degree;Bronze;Professional;Y;3
4;6;39;18;9;20;2.180;M;$30K - $50K;F;4;2;High School Degree;Bronze;Skilled Manual;Y;2
26;61;261;131;34;76;2.181;S;$130K - $150K;M;5;0;Bachelors Degree;Bronze;Management;Y;2
5;14;44;17;13;23;2.182;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;Y;3
6;19;48;24;10;28;2.183;M;$30K - $50K;F;4;2;Partial High School;Bronze;Manual;N;2
3;7;66;30;10;17;2.184;M;$110K - $130K;M;2;0;Partial High School;Bronze;Management;Y;1
2;4;26;13;2;5;2.185;M;$30K - $50K;F;2;1;Partial College;Bronze;Management;N;3
0;0;85;39;7;23;2.186;S;$130K - $150K;F;4;0;Partial College;Bronze;Management;Y;4
14;23;64;37;12;26;2.187;M;$30K - $50K;M;1;0;High School Degree;Silver;Skilled Manual;Y;2
13;24;195;96;24;57;2.188;M;$110K - $130K;M;2;1;High School Degree;Bronze;Professional;Y;1
10;15;95;43;17;20;2.189;S;$70K - $90K;M;4;0;Graduate Degree;Bronze;Professional;N;3
0;0;5;3;3;5;2.190;M;$30K - $50K;F;2;0;Partial High School;Bronze;Skilled Manual;Y;2
7;19;123;63;20;40;2.191;M;$10K - $30K;F;5;4;Partial High School;Normal;Manual;N;1
0;0;0;0;0;0;2.192;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;N;4
8;18;156;71;12;11;2.193;M;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;Y;2
16;35;204;86;44;90;2.194;M;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;Y;2
5;9;171;72;11;30;2.195;S;$70K - $90K;F;0;0;Partial High School;Bronze;Professional;Y;3
0;0;19;12;3;9;2.196;M;$30K - $50K;F;1;1;High School Degree;Bronze;Manual;Y;2
3;7;78;37;9;17;2.197;M;$30K - $50K;M;5;5;High School Degree;Golden;Manual;Y;2
22;39;239;110;43;116;2.198;S;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Management;Y;2
0;0;67;34;2;7;2.199;M;$50K - $70K;F;2;1;Partial High School;Bronze;Skilled Manual;Y;4
17;33;183;85;12;26;2.200;S;$50K - $70K;M;0;0;Bachelors Degree;Silver;Professional;Y;2
55;129;759;369;125;281;2.201;M;$30K - $50K;F;2;2;Bachelors Degree;Bronze;Management;Y;2
0;0;75;37;10;25;2.202;M;$50K - $70K;F;4;4;Bachelors Degree;Golden;Management;Y;3
2;5;52;29;7;22;2.203;M;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Professional;Y;4
34;61;509;222;54;129;2.204;S;$70K - $90K;M;5;0;Bachelors Degree;Silver;Professional;N;3
0;0;48;24;0;0;2.205;S;$50K - $70K;M;1;0;Bachelors Degree;Silver;Professional;Y;2
12;27;88;46;16;29;2.206;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;N;0
0;0;0;0;0;0;2.207;M;$110K - $130K;M;3;2;Partial High School;Bronze;Professional;Y;4
3;2;124;46;12;22;2.208;M;$50K - $70K;F;5;5;Partial High School;Bronze;Skilled Manual;Y;2
0;0;10;7;14;27;2.209;M;$150K +;M;5;5;High School Degree;Golden;Management;Y;1
36;68;299;157;24;51;2.210;S;$70K - $90K;F;3;0;Graduate Degree;Bronze;Professional;N;1
34;57;324;155;49;97;2.211;S;$70K - $90K;F;5;0;Bachelors Degree;Golden;Professional;N;2
0;0;53;17;0;0;2.212;M;$30K - $50K;F;4;1;Graduate Degree;Bronze;Professional;Y;4
4;3;21;11;0;0;2.213;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;3
0;0;0;0;0;0;2.214;M;$130K - $150K;M;3;3;Partial High School;Normal;Professional;Y;3
11;22;189;94;33;68;2.215;S;$130K - $150K;F;1;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;2.216;M;$10K - $30K;F;2;2;Partial High School;Normal;Skilled Manual;N;1
5;12;32;14;7;17;2.217;S;$110K - $130K;F;4;0;Partial High School;Bronze;Professional;Y;4
5;17;195;95;21;57;2.218;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;Y;3
7;12;117;48;3;2;2.219;M;$30K - $50K;M;3;1;High School Degree;Bronze;Skilled Manual;N;1
4;10;80;41;12;29;2.220;M;$10K - $30K;F;2;2;Partial High School;Normal;Skilled Manual;Y;0
33;62;606;271;38;93;2.221;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;1
0;0;28;15;5;8;2.222;M;$30K - $50K;M;2;0;High School Degree;Silver;Skilled Manual;Y;3
3;2;0;0;10;24;2.223;S;$110K - $130K;F;2;0;Bachelors Degree;Bronze;Professional;N;3
57;97;834;375;120;252;2.224;M;$90K - $110K;F;3;2;Graduate Degree;Bronze;Professional;N;4
0;0;25;13;0;0;2.225;M;$70K - $90K;F;2;1;Bachelors Degree;Bronze;Professional;Y;3
3;6;37;22;9;19;2.226;S;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;Y;4
2;8;25;16;4;9;2.227;S;$70K - $90K;M;2;0;Bachelors Degree;Bronze;Professional;N;2
0;0;83;33;22;28;2.228;S;$50K - $70K;F;2;0;Partial College;Bronze;Professional;Y;2
9;26;370;191;52;126;2.229;S;$30K - $50K;M;4;0;High School Degree;Bronze;Manual;N;3
0;0;0;0;0;0;2.230;M;$30K - $50K;M;4;3;Partial College;Golden;Professional;Y;4
0;0;16;10;3;6;2.231;S;$30K - $50K;F;0;0;High School Degree;Bronze;Manual;N;4
2;2;126;62;21;56;2.232;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;N;1
2;2;4;3;2;3;2.233;S;$30K - $50K;F;2;0;Partial College;Bronze;Clerical;Y;2
34;60;230;108;54;120;2.234;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;Y;3
3;2;3;2;0;0;2.235;M;$10K - $30K;F;3;1;High School Degree;Normal;Skilled Manual;Y;2
4;8;36;18;3;6;2.236;M;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;Y;3
0;0;109;43;14;27;2.237;S;$30K - $50K;F;4;0;Partial College;Normal;Professional;N;4
7;13;115;60;7;15;2.238;M;$30K - $50K;M;4;2;Bachelors Degree;Silver;Professional;Y;4
7;17;118;59;14;26;2.239;M;$30K - $50K;M;2;2;Partial College;Bronze;Manual;Y;4
0;0;3;1;0;0;2.240;M;$30K - $50K;M;2;2;High School Degree;Bronze;Skilled Manual;N;2
9;24;142;64;14;29;2.241;M;$70K - $90K;F;3;3;Bachelors Degree;Golden;Professional;Y;4
10;19;55;25;7;9;2.242;S;$90K - $110K;M;4;0;Partial High School;Bronze;Professional;Y;3
0;0;0;0;0;0;2.243;S;$130K - $150K;M;2;0;Bachelors Degree;Bronze;Professional;N;2
25;44;509;235;85;199;2.244;S;$70K - $90K;F;5;0;Bachelors Degree;Bronze;Professional;N;1
13;35;183;68;39;97;2.245;M;$30K - $50K;M;4;3;High School Degree;Golden;Skilled Manual;Y;4
21;40;258;136;34;77;2.246;S;$130K - $150K;M;3;0;Graduate Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;2.247;M;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;Y;4
4;6;87;32;6;7;2.248;M;$70K - $90K;F;1;1;Partial High School;Silver;Professional;Y;3
0;0;37;16;2;8;2.249;M;$50K - $70K;M;5;4;High School Degree;Golden;Skilled Manual;Y;3
0;0;0;0;0;0;2.250;M;$70K - $90K;M;3;2;Bachelors Degree;Bronze;Professional;Y;2
32;70;236;120;55;133;2.251;M;$30K - $50K;M;0;0;Partial High School;Bronze;Skilled Manual;N;2
6;7;64;30;0;0;2.252;S;$10K - $30K;F;1;0;Bachelors Degree;Normal;Professional;Y;1
0;0;2;3;3;7;2.253;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;Y;3
15;27;64;30;15;26;2.254;S;$110K - $130K;M;1;0;Bachelors Degree;Bronze;Professional;N;3
0;0;62;31;3;10;2.255;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;N;4
0;0;0;0;0;0;2.256;S;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;Y;1
3;2;137;67;8;12;2.257;S;$30K - $50K;M;2;0;Partial High School;Bronze;Manual;Y;4
7;18;124;67;18;43;2.258;M;$10K - $30K;F;1;1;Partial High School;Normal;Manual;Y;2
0;0;37;14;3;8;2.259;M;$30K - $50K;M;3;3;High School Degree;Normal;Manual;Y;3
3;8;47;24;11;32;2.260;M;$150K +;M;4;4;Partial High School;Golden;Professional;N;3
